,name,price,standard_price,flag,category
601,szafka kuchenna górna Tapo Special  60 cm narożna lewa z witryną antracyt ecru,944,0.0,[],szafka kuchenna górna
602,energooszczędne oświetlenie LED Ruso,149,0.0,['Promocja'],energooszczędne oświetlenie
603,szafka kuchenna górna Iris 40 cm prawa z witryną zieleń boho,861,0.0,['NOWOŚĆ'],szafka kuchenna górna
604,kontenerek Victor 55 cm skrzynia na zabawki biała,519,0.0,['Promocja'],kontenerek
605,regał Maze 100 cm z drzwiami 3 szufladami i 2 półkami jasny brąz,2349,0.0,['Promocja'],regał
606,regał Braidwood 169 cm z półkami dąb bielony,1539,0.0,['Promocja'],regał
607,szafka RTV Logan 160 cm z 4 szufladami i półkami dąb,1749,1909.0,['OKAZJA'],szafka RTV
608,krzesło obrotowe Nora welurowe ciemnoszare,839,0.0,['NOWOŚĆ'],krzesło obrotowe
609,szafka RTV Adesso 150 cm z drzwiami i półką czarna,1619,0.0,['Promocja'],szafka RTV
610,szafka Maze 160 cm trzydrzwiowa jasnobrązowa,1629,0.0,['Promocja'],szafka
611,szafka RTV Capella 130 cm z 2 drzwiami i półką tundra grey,1839,0.0,['Promocja'],szafka RTV
612,ława Capella 120x70 z szufladą szara,2059,0.0,['Promocja'],ława
613,łóżko Massa 1800x200 brązowe,3019,0.0,['Promocja'],łóżko
614,regał Braidwood 169 cm z półkami dąb,1529,0.0,['Promocja'],regał
615,łóżko Inga 90x200 białe,1489,0.0,['Promocja'],łóżko
616,łóżko Jessica 90x200 białe,1149,0.0,['Promocja'],łóżko
617,łóżko Lord 90x200 białe,1539,0.0,['Promocja'],łóżko
618,łóżko Mira 160x200 białe,2069,0.0,['Promocja'],łóżko
619,łóżko Wanda 140x200 czarne,1779,0.0,['Promocja'],łóżko
620,regał Hyller 100 cm z półką biały,1589,2059.0,"['NOWOŚĆ', 'OKAZJA']",regał
621,szafka nocna Logan 48 cm z szufladą dąb,659,719.0,['OKAZJA'],szafka nocna
622,szafka Newcastle 125 cm trzydrzwiowa czarna metalowa,849,0.0,['Promocja'],szafka
623,biurko narożne Luka 115x85 cm z szufladą białe,1019,1269.0,['OKAZJA'],biurko narożne
624,fotel obrotowy Brad tapicerowany brązowy,899,0.0,['NOWOŚĆ'],fotel obrotowy
625,"oświetlenieLED pod blat Indianapolis I-7, I-8, I-9, I-22 opcja dodatkowa",149,0.0,"['Promocja', 'NOWOŚĆ']",oświetlenieLED pod blat
626,łóżko Velvet 76 160x200 dąb rustical/nordic 116,3805,0.0,['Promocja'],łóżko
627,fotel Alba,1019,0.0,[],fotel
628,regał Hyller 150 cm  z półkami czarny,1639,2129.0,"['NOWOŚĆ', 'OKAZJA']",regał
629,konsola Julita 100 cm dąb naturalny,939,1209.0,"['NOWOŚĆ', 'OKAZJA']",konsola
630,biurko Mamo 65 cm z szufladą białe,559,699.0,['OKAZJA'],biurko
631,witryna Cozy-10 65 cm z oświetleniem dąb rustical olejowany,1932,0.0,['Promocja'],witryna
632,stolik Mikan Mini 84 cm czarny,1439,0.0,['NOWOŚĆ'],stolik
633,stolik kwadratowy Harmony B 50 cm z półką szklany,469,0.0,[],stolik kwadratowy
634,stołek wielofunkcyjny mix kolorów,69.99,0.0,[],stołek wielofunkcyjny mix kolorów
635,stół okrągły Heaven 119 cm marmur czarny,2649,0.0,['NOWOŚĆ'],stół okrągły
636,stolik kwadratowy Indus 45 cm lite drewno dębowe,889,0.0,['Promocja'],stolik kwadratowy
637,półka ścienna Vasina 135 cm brandy castello,89,0.0,[],półka ścienna
638,krzesło tapicerowane Piano welurowe curry,339,0.0,[],krzesło tapicerowane
639,ława Modeo,304,0.0,['WYPRZEDAŻ'],ława
640,fotel gabinetowy Lotus czarno-popielaty,689,0.0,[],fotel gabinetowy
641,półka ścienna Seaford 77 cm dąb,399,0.0,['Promocja'],półka ścienna
642,regał Pula 70 cm z drzwiami i szufladą czarny,759,0.0,[],regał
643,krzesło K-429 welurowe z podłokietnikami popielate,369,0.0,[],krzesło
644,krzesło tapicerowane K-450 welurowe musztardowe,239,0.0,[],krzesło tapicerowane
645,fotel gabinetowy Q-046 ekoskóra szary,659,0.0,[],fotel gabinetowy
646,krzesło tapicerowane Nicolas z aksamitu beżowe,329,0.0,['NOWOŚĆ'],krzesło tapicerowane
647,oświetlenie LED białe biepłe (Typ 3L-BC-2-0400-02) opcja dodatkowa,257,0.0,['Promocja'],oświetlenie
648,krzesło tapicerowane K-487 welurowe musztardowe,349,0.0,[],krzesło tapicerowane
649,STÓŁ OKRĄGŁY Amble czarny MARMUROWY 110x75cm Z MDF I METALU,519,0.0,['WYPRZEDAŻ'],
650,STOLIK KAWOWY Alisma SZKLANY BLAT Marble OKRĄGŁY złoty,469,0.0,['WYPRZEDAŻ'],
651,szafka kuchenna dolna Tapo Special 60 cm lewa z szufladą antracyt ecru,988,0.0,[],szafka kuchenna dolna
652,szafka kuchenna górna Tapo Special 40 cm z witryną prawa antracyt ecru,661,0.0,[],szafka kuchenna górna
653,szafka kuchenna górna Tapo Special 60 cm narożna lewa antracyt ecru,892,0.0,[],szafka kuchenna górna
654,szafka kuchenna górna Iris 60 cm z okapem prawa ferro,939,0.0,[],szafka kuchenna górna
655,szafka kuchenna górna Tapo Special 60 cm z okapem prawa antracyt ecru,1052,0.0,[],szafka kuchenna górna
656,szafka kuchenna górna Top Line 60 cm z okapem uchylna szary połysk,937,0.0,[],szafka kuchenna górna
657,szafka kuchenna górna Tapo Special 60 cm z okapem uchylna antracyt ecru,1014,0.0,[],szafka kuchenna górna
658,krzesło obrotowe Batilda A1 ekoskóra brązowe,719,0.0,['NOWOŚĆ'],krzesło obrotowe
659,łóżko Milena 140x200 białe,1779,0.0,['Promocja'],łóżko
660,podkładki filcowe,5.99,0.0,[],podkładki filcowe
661,stolik okrągły Kirby 45 cm z półką brązowy,369,0.0,[],stolik okrągły
662,ława Massa 120x60 z półką brązowa,1729,0.0,['Promocja'],ława
663,regał Adesso 90 cm z 2 drzwiami i 6 półkami czarny,2489,0.0,['Promocja'],regał
664,biurko Capella 120 cm z 2 szufladami czarne,1509,0.0,['Promocja'],biurko
665,konsola Maze 120 cm z 3 szufladami jasnobrązowa,1229,0.0,['Promocja'],konsola
666,łóżko Antic 120x200 czarne,1809,0.0,['Promocja'],łóżko
667,łóżko Antic 180x200 czarne,1979,0.0,['Promocja'],łóżko
668,łóżko Lord 180x200 czarne,2199,0.0,['Promocja'],łóżko
669,łóżko Mira 120x200 białe,1869,0.0,['Promocja'],łóżko
670,łóżko Wanda 180x200 czarne,1909,0.0,['Promocja'],łóżko
671,fotel Harry XL,1669,0.0,[],fotel
672,szafka RTV Logan 110 cm z 2 szufladami i półką dąb,1749,1909.0,['OKAZJA'],szafka RTV
673,energooszczędne oświetlenie LED Elpasso,19,65.0,['WYPRZEDAŻ'],energooszczędne oświetlenie
674,"oświetlenieLED pod blat Indianapolis I-4,I-23 opcja dodatkowa",109,0.0,"['Promocja', 'NOWOŚĆ']",oświetlenieLED pod blat
675,łóżko Julia mix 160x80 z szufladą pudrowy róż,969,0.0,['Promocja'],łóżko
676,panel tapicerowany trójkątny P 30x15 cm żółty,9.96,0.0,['WYPRZEDAŻ'],panel tapicerowany trójkątny
677,puf okrągły Dora ekoskóra czarny,265,0.0,['Promocja'],puf okrągły
678,"oświetlenie LED pod blat Mediolan M-3, M-5, M-6,  M-13 opcja dodatkowa",129,0.0,"['Promocja', 'NOWOŚĆ']",oświetlenie
679,fotel gabinetowy Rubin ekoskóra czarny,669,0.0,[],fotel gabinetowy
680,łóżko Babydreams 160x80  z szufladą  białe,919,0.0,['Promocja'],łóżko
681,łóżko Kacper 140x80 z szufladą białe,929,0.0,['Promocja'],łóżko
682,fotel obrotowy Q-345 czarny,429,0.0,[],fotel obrotowy
683,biurko Mamo 85 cm z szufladą białe,639,799.0,['OKAZJA'],biurko
684,szafa dwudrzwiowa Olier 80 cm z szufladą biała,1299,0.0,[],szafa dwudrzwiowa
685,stolik prostokątny Limbo 100x60 z szufladą dąb artisan,2189,0.0,[],stolik prostokątny
686,stolik Mikan Maxi 100 cm czarny,1659,0.0,['NOWOŚĆ'],stolik
687,stół okrągły Heaven 120 cm marmur brązowy,3139,0.0,['NOWOŚĆ'],stół okrągły
688,zestaw 2 stolików Katrine szklane transparentne,1139,0.0,['NOWOŚĆ'],zestaw
689,łóżko Aneta 180x200 białe,1869,0.0,['Promocja'],łóżko
690,łóżko Lord 180x200 białe,2199,0.0,['Promocja'],łóżko
691,łóżko dziecięce domek Bella 200x90 szare,1229,0.0,['Promocja'],łóżko dziecięce domek
692,oświetlenieLED półki Mediolan M-3 opcja dodatkowa,369,409.0,"['NOWOŚĆ', 'OKAZJA']",oświetlenieLED półki
693,łóżko Babydreams 140x70 z szufladą niebieskie,779,0.0,['Promocja'],łóżko
694,krzesło tapicerowane Oga welurowe szare,349,0.0,['NOWOŚĆ'],krzesło tapicerowane
695,ławka tapicerowana Cleo ze schowkiem popielata,409,0.0,[],ławka tapicerowana
696,stolik okrągły Antica 80 cm czarny,489,0.0,[],stolik okrągły
697,toaletka Lillo 85 cm z lustrem i schowkiem biała,599,759.0,['OKAZJA'],toaletka
698,krzesło tapicerowane K-462 welurowe popielate,209,0.0,[],krzesło tapicerowane
699,krzesło tapicerowane K-303 jasnopopielate,249,0.0,[],krzesło tapicerowane
700,stolik okrągły Pula 60 cm jesion portland czarny,299,0.0,[],stolik okrągły
701,szafka RTV Pula 101 cm z drzwiami i półką czarna,439,0.0,[],szafka RTV
702,krzesło K-400 rattan syntetyczny z szarą poduszką,419,0.0,[],krzesło
703,ławka Campel,1709,0.0,[],ławka
704,szafka wisząca Indianapolis I-21 szklana jesion jasny,459,509.0,"['NOWOŚĆ', 'OKAZJA']",szafka wisząca
705,materac sprężynowy Erso 90x200,1649,0.0,['NOWOŚĆ'],materac sprężynowy
706,szafka nocna Seaford 42 cm z szufladą dziki dąb,379,0.0,['Promocja'],szafka nocna
707,szafka kuchenna górna Sole L6 60 cm z okapem lewa magnolia perła,1629,0.0,[],szafka kuchenna górna
708,szafka kuchenna górna Tapo Special 60 cm narożna prawa z witryną antracyt ecru,944,0.0,[],szafka kuchenna górna
709,szafka kuchenna górna Tapo Special 50 cm lewa antracyt ecru,1048,0.0,[],szafka kuchenna górna
710,szafka kuchenna górna Iris 60 cm narożna z witryną lewa zieleń boho,1197,0.0,['NOWOŚĆ'],szafka kuchenna górna
711,energooszczędne oświetlenie LED Lara,129,0.0,[],energooszczędne oświetlenie
712,szafka kuchenna górna Tapo Special 60 cm z okapem lewa antracyt ecru,1052,0.0,[],szafka kuchenna górna
713,szafka kuchenna górna Tapo Special 60 cm z okapem lewa antracyt ecru,1052,0.0,[],szafka kuchenna górna
714,regał Flow 100 cm z drzwiami 3 szufladami i 2 półkami piaskowy,3299,0.0,['Promocja'],regał
715,łóżko Pi 140x200 białe,1669,0.0,['Promocja'],łóżko
716,biurko gamingowe Zone 140 cm czarne,1449,0.0,['Promocja'],biurko gamingowe
717,stół rozkładany Syriusz 120/160x80 szary,1379,0.0,[],stół rozkładany
718,stół prostokątny Adesso 180x80 fornir drewna akacjowego,1729,0.0,['Promocja'],stół prostokątny
719,stół prostokątny Capella 200x100 fornir drewna akacjowego szary,2379,0.0,['Promocja'],stół prostokątny
720,witryna Marte 140 cm z 5 drzwiami i 4 szufladami dąb bielony,5119,0.0,['Promocja'],witryna
721,regał Newcastle 79 cm z półkami czarny,499,0.0,['Promocja'],regał
722,regał Newcastle 69 cm z półkami czarny,719,0.0,['Promocja'],regał
723,łóżko Inga 160x200 białe,2079,0.0,['Promocja'],łóżko
724,łóżko Lord 140x200 białe,1979,0.0,['Promocja'],łóżko
725,łóżko Milena 180x200 czarne,1919,0.0,['Promocja'],łóżko
726,łóżko Wanda 160x200 białe,1859,0.0,['Promocja'],łóżko
727,puf prostokątny Vinc H niebieski,799,0.0,[],puf prostokątny
728,szafka RTV Indus 116 cm z półkami dąb,2049,0.0,['Promocja'],szafka RTV
729,"oświetlenie LED pod blat Indianapolis I-3,I-5, I-10 opcja dodatkowa",129,0.0,"['Promocja', 'NOWOŚĆ']",oświetlenie
730,latarka meblowa Flashlight,16.99,0.0,[],latarka meblowa
731,stolik okrągły Lanipa 50 cm brązowy,389,0.0,[],stolik okrągły
732,stolik kwadratowy Escada B 55 cm szkło dymione,739,0.0,[],stolik kwadratowy
733,stolik prostokątny Vespa 100x60 dąb naturalny/czarny,319,0.0,[],stolik prostokątny
734,biurko Lillo 105 cm z szufladą białe,689,869.0,['OKAZJA'],biurko
735,biurko narożne Luka 135x85 cm z szufladą białe,1239,1559.0,['OKAZJA'],biurko narożne
736,stół prostokątny Anton 140x80 szklany czarny,749,0.0,[],stół prostokątny
737,szafka Adesso 155 cm trzydrzwiowa czarna,2489,0.0,['Promocja'],szafka
738,stolik okrągły Minerwa 2 80 cm dąb złoty,679,0.0,[],stolik okrągły
739,witryna A-Line 72 cm z drzwiami i 2 szufladami dąb bielony,3379,0.0,['Promocja'],witryna
740,szafka Century 180 cm dwudrzwiowa dąb bielony,3949,0.0,['Promocja'],szafka
741,zestaw 2 stolików Alisma biały marmur,829,0.0,['NOWOŚĆ'],zestaw
742,stół prostokątny Brentford 200x90 czarny,3309,0.0,['NOWOŚĆ'],stół prostokątny
743,zestaw 2 stolików Cornus fornirowane dąb biały,1659,0.0,['NOWOŚĆ'],zestaw
744,stół prostokątny Kante 180x90 szklany,1539,0.0,['NOWOŚĆ'],stół prostokątny
745,łóżko Antic 180x200 białe,1979,0.0,['Promocja'],łóżko
746,łóżko Mira 180x200 białe,2119,0.0,['Promocja'],łóżko
747,regał Hyller 150 cm z półkami czarny,3919,5089.0,"['NOWOŚĆ', 'OKAZJA']",regał
748,szafka Indusn 160 cm czterodrzwiowa dąb naturalny,5379,0.0,['Promocja'],szafka
749,konsola Indus 116 cm dąb naturalny,1969,0.0,['Promocja'],konsola
750,biurko Mamo 105 cm z szufladą białe,689,869.0,['OKAZJA'],biurko
751,toaletka Porti-78 110 cm z szufladą dąb antyczny,1278,0.0,[],toaletka
752,krzesło tapicerowane K-186 ekoskóra czarne,279,0.0,[],krzesło tapicerowane
753,szafka nocna Entlik 40 cm biała,569,719.0,['OKAZJA'],szafka nocna
754,krzesło obrotowe Brenda welurowe oliwkowe,689,0.0,['NOWOŚĆ'],krzesło obrotowe
755,regał Seaford 77 cm z półkami czarny,389,0.0,['Promocja'],regał
756,stolik kwadratowy Universe 2 55 cm popielaty,469,0.0,[],stolik kwadratowy
757,energooszczędne oświetlenie LED GIB Meble,59,0.0,[],energooszczędne oświetlenie
758,podkładki filcowe pod meble 10 szt. 20x44 mm białe,4.99,0.0,[],podkładki filcowe pod meble
759,krzesło tapicerowane Look ekoskóra szare,229,0.0,[],krzesło tapicerowane
760,toaletka Mamo 65 cm z lustrem i schowkiem biała,549,699.0,['OKAZJA'],toaletka
761,regał Modeo 100 cm z 8 półkami dąb sonoma,1223,0.0,[],regał
762,zestaw mebli Boxing 250 cm czarny połysk,879,1099.0,['OKAZJA'],zestaw mebli
763,zestaw mebli Boxing 200 cm czarny połysk,659,829.0,['OKAZJA'],zestaw mebli
764,zestaw mebli Boxing 200 cm czarny połysk,469,589.0,['OKAZJA'],zestaw mebli
765,konsola Escada C 120 cm ze szklanym blatem srebrna,909,0.0,[],konsola
766,"ACTONA stolik ALISMA 50 - szkło, złota podstawa",299,0.0,['WYPRZEDAŻ'],
767,regał Nevada A 122 cm z 2 drzwiami i półkami dąb riviera,1699,0.0,['NOWOŚĆ'],regał
768,szafka kuchenna pod zabudowę lodówki Tapo Special 60 cm lewa antracyt ecru,1588,0.0,[],szafka kuchenna pod zabudowę lodówki
769,energooszczędne oświetlenie LED Lara,129,0.0,[],energooszczędne oświetlenie
770,szafka kuchenna górna Tapo Special  60 cm z okapem lewa antracyt ecru,1052,0.0,[],szafka kuchenna górna
771,szafka kuchenna górna Tapo Special  60 cm z okapem prawa antracyt ecru,1052,0.0,[],szafka kuchenna górna
772,szafka kuchenna górna Tapo Special  60 cm z okapem uchylna antracyt ecru,1014,0.0,[],szafka kuchenna górna
773,szafka kuchenna górna Iris 60 cm narożna lewa zieleń boho,1005,0.0,['NOWOŚĆ'],szafka kuchenna górna
774,szafka kuchenna górna Iris 60 cm narożna prawa zieleń boho,1217,0.0,['NOWOŚĆ'],szafka kuchenna górna
775,energooszczędne oświetlenie LED Reno,53.10,79.0,['WYPRZEDAŻ'],energooszczędne oświetlenie
776,regał Adesso 110 cm z drzwiami i 3 półkami czarny,2159,0.0,['Promocja'],regał
777,szafka nocna Flow 55 cm z szufladą piaskowy,989,0.0,['Promocja'],szafka nocna
778,biurko Flow 100 cm z 2 drzwiami i 2 szufladami piaskowy,2859,0.0,['Promocja'],biurko
779,stolik kwadratowy Maze 50 cm z półką drewno akacjowe,719,0.0,['Promocja'],stolik kwadratowy
780,hoker Plump ekoskóra szary,429,0.0,['NOWOŚĆ'],hoker
781,stół okrągły Corby 105x75 marmur biały,2189,0.0,['NOWOŚĆ'],stół okrągły
782,stół rozkładany Huddersfield 160/200/240x85 z ceramiki czarny,3729,0.0,['NOWOŚĆ'],stół rozkładany
783,łóżko Antic 140x200 białe,1809,0.0,['Promocja'],łóżko
784,łóżko Monika 160x200 białe,1589,0.0,['Promocja'],łóżko
785,regał Hyller 100 cm z półkami biały,2709,3509.0,"['NOWOŚĆ', 'OKAZJA']",regał
786,"oświetlenie LED półki Indianapolis I-3, I-8 opcja dodatkowa",149,0.0,"['Promocja', 'NOWOŚĆ']",oświetlenie
787,podkładka,5.99,0.0,[],podkładka
788,łóżko Classic1 180x80 z szufladą różowe,959,0.0,['Promocja'],łóżko
789,biurko Lillo 85 cm z szufladą białe,639,799.0,['OKAZJA'],biurko
790,"oświetlenie LED półki Cali C-3 i Senesi S-2,S-3 opcja dodatkowa",309,0.0,"['Promocja', 'NOWOŚĆ']",oświetlenie
791,oświetlenie LED pod blat Indianapolis I-20 opcja dodatkowa,139,0.0,"['Promocja', 'NOWOŚĆ']",oświetlenie
792,regał Velvet-18 125 cm z szufladą i 3 półkami masyw dąb rustical,3755,0.0,['Promocja'],regał
793,półka ścienna Limbo-35 120 cm masyw dąb artisan,641,0.0,[],półka ścienna
794,fotel gamingowy Defender ekoskóra czarno-czerwony,719,0.0,[],fotel gamingowy
795,uchwyt G18 stal patyna/biały,9.90,0.0,['WYPRZEDAŻ'],uchwyt
796,krzesło tapicerowane Nuvo welurowe z poduszką curry,699,0.0,[],krzesło tapicerowane
797,Massa 90 cm z 2 szufladami i 3 półkami brązowy,2809,0.0,['Promocja'],
798,krzesło K-401 rattan syntetyczny z poduszką czarne,269,0.0,[],krzesło
799,witryna Century 72 cm z drzwiami i 2 szufladami dąb bielony,2699,0.0,['Promocja'],witryna
800,stół prostokątny Wicklow 140x80 z płyty ceramicznej biały,1309,0.0,['NOWOŚĆ'],stół prostokątny
801,łóżko Milena 180x200 białe,1919,0.0,['Promocja'],łóżko
802,łóżko Pi 180x200 białe,1829,0.0,['Promocja'],łóżko
803,łóżko Wanda 180x200 białe,1909,0.0,['Promocja'],łóżko
804,regał Hyller 100 cm z półkami biały,1739,2249.0,"['NOWOŚĆ', 'OKAZJA']",regał
805,regał Hyller 100 cm z półkami biały,2429,3149.0,"['NOWOŚĆ', 'OKAZJA']",regał
806,Coma oprawa LED,74.99,0.0,[],
807,łóżko Babydreams 140x70 z szufladą zielone,779,0.0,['Promocja'],łóżko
808,łóżko Julia mix 180x80 z szufladą szare,1229,0.0,['Promocja'],łóżko
809,biurko Mamo 85 cm z szufladą białe,639,799.0,['OKAZJA'],biurko
810,biurko K16 160 cm z 2 szufladami czarne,3179,4119.0,"['NOWOŚĆ', 'OKAZJA']",biurko
811,podkładki filcowe,5.99,0.0,[],podkładki filcowe
812,taboret Porti dąb antyczny/carabu 60,930,0.0,[],taboret
813,podkładki filcowe pod meble 20 szt. 20x20 mm białe,4.99,0.0,[],podkładki filcowe pod meble
814,podkładki filcowe pod meble 4szt. x 38mm + 8 szt. x 20 mm czarne,4.99,0.0,[],podkładki filcowe pod meble
815,krzesło tapicerowane Boogie II z podłokietnikami welurowe szare,539,0.0,[],krzesło tapicerowane
816,regał Angus 172 cm z szafką i półkami dąb bielony/czarny,1369,0.0,['Promocja'],regał
817,biurko K16 180 cm z 2 szufladami dąb,3359,4359.0,"['NOWOŚĆ', 'OKAZJA']",biurko
818,stolik okrągły Pula 80 cm jesion portland czarny,349,0.0,[],stolik okrągły
819,oprawa meblowa Pop LED z tworzywa sztucznego biała,27.99,0.0,[],oprawa meblowa
820,energooszczędne oświetlenie LED GIB Meble,79,0.0,[],energooszczędne oświetlenie
821,kontenerek Luka 41 cm z 3 szufladami biały,1159,1449.0,['OKAZJA'],kontenerek
822,stolik kwadratowy Efran 80 cm z półką czarny,809,0.0,[],stolik kwadratowy
823,oświetlenie LED białe biepłe (Typ 3L-BC-1-0400-02) opcja dodatkowa,163,0.0,['Promocja'],oświetlenie
824,oświetlenie LED białe ciepłe (Typ 3L-BC-2-0100-01) opcja dodatkowa,154,0.0,['Promocja'],oświetlenie
825,oświetlenie LED białe neutralne (Typ 3L-BN-1-0000-01) opcja dodatkowa,99,0.0,[],oświetlenie
826,stolik okrągły Reno 50 cm czarny,599,749.0,"['NOWOŚĆ', 'OKAZJA']",stolik okrągły
827,krzesło tapicerowane K-104 czarne/sklejka biała,439,0.0,[],krzesło tapicerowane
828,krzesło tapicerowane K-147 ekoskóra popielate,309,0.0,[],krzesło tapicerowane
829,krzesło tapicerowane K-237 brązowe,439,0.0,[],krzesło tapicerowane
830,regał Nevada 81 cm z 4 drzwiami i szufladą dąb riviera,1399,0.0,['NOWOŚĆ'],regał
831,krzesło tapicerowane K-432 welurowe ciemnozielone,329,0.0,[],krzesło tapicerowane
832,krzesło tapicerowane K-481 beżowe,389,0.0,[],krzesło tapicerowane
833,krzesło tapicerowane K-479 welurowe popielate,369,0.0,[],krzesło tapicerowane
834,komoda Flow 100 cm z 4 szufladami piaskowa,3299,0.0,['Promocja'],komoda
835,stolik kwadratowy Efran 80 cm z półką dąb dziki,809,0.0,[],stolik kwadratowy
836,stół prostokątny Flow 200x100 fornir drewna akacjowego szary,2929,0.0,['Promocja'],stół prostokątny
837,szafka nocna Flow 55 cm z 2 szufladami piaskowy,1099,0.0,['Promocja'],szafka nocna
838,stół prostokątny Capella 160x90 fornir drewna akacjowego szary,2159,0.0,['Promocja'],stół prostokątny
839,szafka nocna Maze 55 cm z szufladą jasnobrązowa,709,0.0,['Promocja'],szafka nocna
840,łóżko Lord 160x200 białe,2139,0.0,['Promocja'],łóżko
841,łóżko Mira 140x200 białe,1919,0.0,['Promocja'],łóżko
842,łóżko Monika 180x200 białe,1609,0.0,['Promocja'],łóżko
843,łóżko Milena 120x200 białe,1719,0.0,['Promocja'],łóżko
844,łóżko Wanda 140x200 białe,1779,0.0,['Promocja'],łóżko
845,regał Indus 90 cm z 5 półkami dąb/czarny,2589,0.0,['Promocja'],regał
846,energooszczędne oświetlenie LED Pont,139,0.0,[],energooszczędne oświetlenie
847,oświetlenie LED pod blat Indianapolis I-15 opcja dodatkowa,169,0.0,"['Promocja', 'NOWOŚĆ']",oświetlenie
848,oświetlenie LED pod blat Indianapolis I-19 opcja dodatkowa,189,0.0,"['Promocja', 'NOWOŚĆ']",oświetlenie
849,półka ścienna Pratto-35 180 cm dąb rustical,553,0.0,[],półka ścienna
850,podkładki pod meble 40 szt. 9 mm przezroczyste,9.99,0.0,[],podkładki pod meble
851,oprawa meblowa Mezo LED biała,31.99,0.0,[],oprawa meblowa
852,regał Capella 100 cm z 2 drzwiami i 2 półkami szary,2489,0.0,['Promocja'],regał
853,szafka Maze 160 cm trzydrzwiowa brązowa,3239,0.0,['Promocja'],szafka
854,witryna A-Line 72 cm z drzwiami i 2 szufladami dąb bielony,2579,0.0,['Promocja'],witryna
855,zestaw 2 stolików Bolton szklane białe,879,0.0,['NOWOŚĆ'],zestaw
856,łóżko Inga 180x200 białe,2149,0.0,['Promocja'],łóżko
857,łóżko Pi 160x200 białe,1789,0.0,['Promocja'],łóżko
858,konsola Julita 180 cm z półką dąb naturalny,2799,3629.0,"['NOWOŚĆ', 'OKAZJA']",konsola
859,regał Hyller 150 cm z półkami czarny,2209,2859.0,"['NOWOŚĆ', 'OKAZJA']",regał
860,regał Hyller 150 cm z półkami czarny,3159,4099.0,"['NOWOŚĆ', 'OKAZJA']",regał
861,regał Hyller 150 cm z półką czarny,2049,2659.0,"['NOWOŚĆ', 'OKAZJA']",regał
862,stolik prostokątny Indus 114x60 lite drewno dębowe,1969,0.0,['Promocja'],stolik prostokątny
863,biurko Lillo 65 cm z szufladą białe,559,699.0,['OKAZJA'],biurko
864,komoda z 3 szufladami Babydreams zielona ciężarówka,679,0.0,['Promocja'],komoda z
865,łóżko Babydreams 180x80 z szufladą zielone,999,0.0,['Promocja'],łóżko
866,krzesło tapicerowane Pont czarne,449,0.0,[],krzesło tapicerowane
867,hoker Matrix 2 tapicerowany czarny,309,0.0,[],hoker
868,toaletka Mamo 105 cm z lustrem i schowkiem biała,649,819.0,['OKAZJA'],toaletka
869,toaletka Mamo105 cm z lustrem i schowkiem biała,649,819.0,['OKAZJA'],toaletka
870,toaletka Mamo 85 cm z lustrem i schowkiem biała,599,759.0,['OKAZJA'],toaletka
871,zestaw 2 stolików Folla czarne,309,0.0,[],zestaw
872,krzesło obrotowe Aura tapicerowane ciemnoszare,899,0.0,['NOWOŚĆ'],krzesło obrotowe
873,krzesło tapicerowane K-473 welurowe ciemnozielone,289,0.0,[],krzesło tapicerowane
874,biurko K1 140 cm z półkami białe,1869,2419.0,"['NOWOŚĆ', 'OKAZJA']",biurko
875,fotel tradycyjny Nixon obrotowy welurowy różowy,1499,0.0,[],fotel tradycyjny
876,fotel tradycyjny Monroe obrotowy welurowy różowy,1399,0.0,[],fotel tradycyjny
877,szafka wisząca Olier 42 cm otwarta biała,209,0.0,[],szafka wisząca
878,Fotel CLUB z podnóżkiem brąz M,429,0.0,[],
879,nakładka na materac Tebos 90x200 cm,149,0.0,['NOWOŚĆ'],nakładka na materac
880,krzesło tapicerowane Annie PH kremowe,209,0.0,['NOWOŚĆ'],krzesło tapicerowane
881,krzesło tapicerowane Jason obrotowe sztruksowe kremowe,389,0.0,['NOWOŚĆ'],krzesło tapicerowane
882,krzesło tapicerowane Silvio welurowe zielone,159,0.0,['NOWOŚĆ'],krzesło tapicerowane
883,krzesło tapicerowane Stu beżowe,279,0.0,['NOWOŚĆ'],krzesło tapicerowane
884,szafka wisząca Dallas 160 cm z 3 drzwiami biała,769,969.0,"['NOWOŚĆ', 'OKAZJA']",szafka wisząca
885,szafka RTV Dallas 180 cm wisząca z 3 drzwiami czarna,699,879.0,"['NOWOŚĆ', 'OKAZJA']",szafka RTV
886,zestaw mebli Boxing 240 cm czarny połysk,749,939.0,['OKAZJA'],zestaw mebli
887,zestaw mebli Boxing 240 cm czarny  połysk,749,929.0,['OKAZJA'],zestaw mebli
888,zestaw mebli Boxing 282 cm czarny połysk,1389,1729.0,['OKAZJA'],zestaw mebli
889,oświetlenie LED białe ciepłe (Typ 3L-BC-3-0400-02) opcja dodatkowa,361,0.0,['Promocja'],oświetlenie
890,oprawa meblowa Iga LED z tworzywa sztucznego biała,19.99,0.0,[],oprawa meblowa
891,oprawa Meblowa Seweryn LED aluminiowa srebrna,59.99,0.0,[],oprawa
892,oprawa meblowa Manuel LED aluminiowa biała,64.99,0.0,[],oprawa meblowa
893,oprawa meblowa Tamar LED aluminiowa srebrna,69.99,0.0,[],oprawa meblowa
894,STOLIK KAWOWY Bayonne Glass 2 SZKLANE BLATY czarny metal,669,0.0,[],
