,name,price,standard_price,flag,category
2916,komoda Lamea 180 cm z 2 drzwiami i 3 szufladami dąb artisan,929,0.0,[],komoda
2917,komoda Balin 160 cm z 2 drzwiami i 3 szufladami dąb monastery/dąb czarny,1059,0.0,[],komoda
2918,stół rozkładany Bernardin 95/145/195x95 dąb wotan,1329,0.0,[],stół rozkładany
2919,szafa dwudrzwiowa Kaspian 90 cm z szufladami dąb sonoma,949,0.0,[],szafa dwudrzwiowa
2920,komoda Kaspian 144 cm z 2 drzwiami i 4 szufladami dąb sonoma,999,0.0,[],komoda
2921,komoda Nepo Plus 80 cm z 4 szufladami biały,569,0.0,[],komoda
2922,szafa dwudrzwiowa Neno 81 cm biała,269,0.0,['SZOKUJĄCO NISKA CENA'],szafa dwudrzwiowa
2923,szafa modułowa Flex 200 cm z drzwiami biała,5530,0.0,[],szafa modułowa
2924,komplet kuchenny Junona Line 240 cm dąb delano jasny,799,0.0,['SZOKUJĄCO NISKA CENA'],komplet kuchenny
2925,komoda Forn 156 cm z drzwiami i 3 szufladami dąb delano ciemny/czarny mat,1199,0.0,[],komoda
2926,komplet kuchenny Junona Line 240 cm wanilia połysk/modrzew sibiu złoty,799,0.0,['SZOKUJĄCO NISKA CENA'],komplet kuchenny
2927,wersalka trzyosobowa Lami rozkładana z pojemnikiem plecionka szara,1199,0.0,[],wersalka trzyosobowa
2928,szafa pięciodrzwiowa Stockholm 243 cm sosna andersen biała,2949,0.0,[],szafa pięciodrzwiowa
2929,szafa przesuwna Time 170 cm biała,499,0.0,['SZOKUJĄCO NISKA CENA'],szafa przesuwna
2930,komoda Holten 156 cm z drzwiami  i 3 szufladami biała/dąb wotan,999,0.0,[],komoda
2931,komoda Tetrix 150 cm z 6 szufladami biały połysk,389,0.0,['Promocja'],komoda
2932,szafa trzydrzwiowa Nepo Plus 118 cm z szufladami biała,1319,0.0,[],szafa trzydrzwiowa
2933,szafa czterodrzwiowa Frija 203 cm z lustrem sosna andersen biała/dąb artisan,1499,0.0,['Promocja'],szafa czterodrzwiowa
2934,łóżko Kassel 160x200 ze stelażem i pojemnikiem i 2 szafkami nocnymi dąb monastery,3599,0.0,[],łóżko
2935,szafa pięciodrzwiowa Kaspian 153 cm z lustrem i szufladami dąb sonoma,1789,0.0,[],szafa pięciodrzwiowa
2936,szafa przesuwna Tetrix 153 cm z lustrem biały połysk,1999,0.0,[],szafa przesuwna
2937,komoda Lamea 150 cm z 2 drzwiami i 3 szufladami dąb artisan,879,0.0,[],komoda
2938,szafa przesuwna Fabio 215 cm biały/dąb artisan,2779,0.0,[],szafa przesuwna
2939,komoda Vabres 150 cm z 3 drzwiami i 2 szufladami dąb artisan lamele,749,0.0,['NOWOŚĆ'],komoda
2940,komoda Hesen 186 cm z 2 drzwiami i 3 szufladami grafit/dąb artisan,689,0.0,['Promocja'],komoda
2941,komoda Frija 153 cm z 2 drzwiami i 4 szufladami sosna andersen biała/dąb artisan,599,0.0,['Promocja'],komoda
2942,łóżko Nepo Plus 140x200 białe,899,0.0,[],łóżko
2943,komoda Stockholm 103 cm z 2 drzwiami i szufladą sosna andersen biała/dąb sonoma ciemna,929,0.0,[],komoda
2944,szafa dwudrzwiowa Nepo Plus 80 cm Plus biała,719,0.0,[],szafa dwudrzwiowa
2945,komoda Gent 200 cm z 2 drzwiami i 3 szufladami dąb stirling,1389,0.0,[],komoda
2946,łóżko Kaspian 140x200 dąb sonoma,819,0.0,[],łóżko
2947,szafa sześciodrzwiowa Herford 270 cm z lustrem i 6 szufladami biała,1469,0.0,['Promocja'],szafa sześciodrzwiowa
2948,szafa przesuwna Fabio 215 cm z szufladami dąb artisan/biały,2999,0.0,[],szafa przesuwna
2949,sofa trzyosobowa Verto rozkładana z pojemnikiem welurowa zielona,2099,0.0,[],sofa trzyosobowa
2950,komplet kuchenny Sara Line 240 cm biały,679,0.0,"['NOWOŚĆ', 'SZOKUJĄCO NISKA CENA']",komplet kuchenny
2951,szafa dwudrzwiowa Zele 90 cm z szufladą dąb wotan/biały połysk,1049,0.0,[],szafa dwudrzwiowa
2952,komoda Lamea 180 cm z 2 drzwiami i 3 szufladami dąb artisan,929,0.0,[],komoda
2953,komoda Balin 160 cm z 2 drzwiami i 3 szufladami dąb monastery/dąb czarny,1059,0.0,[],komoda
2954,stół rozkładany Bernardin 95/145/195x95 dąb wotan,1329,0.0,[],stół rozkładany
2955,szafa dwudrzwiowa Kaspian 90 cm z szufladami dąb sonoma,949,0.0,[],szafa dwudrzwiowa
2956,komoda Kaspian 144 cm z 2 drzwiami i 4 szufladami dąb sonoma,999,0.0,[],komoda
2957,komoda Nepo Plus 80 cm z 4 szufladami biały,569,0.0,[],komoda
2958,szafa dwudrzwiowa Neno 81 cm biała,269,0.0,['SZOKUJĄCO NISKA CENA'],szafa dwudrzwiowa
2959,szafa modułowa Flex 200 cm z drzwiami biała,5530,0.0,[],szafa modułowa
2960,komplet kuchenny Junona Line 240 cm dąb delano jasny,799,0.0,['SZOKUJĄCO NISKA CENA'],komplet kuchenny
2961,komoda Forn 156 cm z drzwiami i 3 szufladami dąb delano ciemny/czarny mat,1199,0.0,[],komoda
2962,komplet kuchenny Junona Line 240 cm wanilia połysk/modrzew sibiu złoty,799,0.0,['SZOKUJĄCO NISKA CENA'],komplet kuchenny
2963,wersalka trzyosobowa Lami rozkładana z pojemnikiem plecionka szara,1199,0.0,[],wersalka trzyosobowa
2964,szafa pięciodrzwiowa Stockholm 243 cm sosna andersen biała,2949,0.0,[],szafa pięciodrzwiowa
2965,szafa przesuwna Time 170 cm biała,499,0.0,['SZOKUJĄCO NISKA CENA'],szafa przesuwna
2966,komoda Holten 156 cm z drzwiami  i 3 szufladami biała/dąb wotan,999,0.0,[],komoda
2967,komoda Tetrix 150 cm z 6 szufladami biały połysk,389,0.0,['Promocja'],komoda
2968,szafa trzydrzwiowa Nepo Plus 118 cm z szufladami biała,1319,0.0,[],szafa trzydrzwiowa
2969,szafa czterodrzwiowa Frija 203 cm z lustrem sosna andersen biała/dąb artisan,1499,0.0,['Promocja'],szafa czterodrzwiowa
2970,łóżko Kassel 160x200 ze stelażem i pojemnikiem i 2 szafkami nocnymi dąb monastery,3599,0.0,[],łóżko
2971,szafa pięciodrzwiowa Kaspian 153 cm z lustrem i szufladami dąb sonoma,1789,0.0,[],szafa pięciodrzwiowa
2972,szafa przesuwna Tetrix 153 cm z lustrem biały połysk,1999,0.0,[],szafa przesuwna
2973,komoda Lamea 150 cm z 2 drzwiami i 3 szufladami dąb artisan,879,0.0,[],komoda
2974,szafa przesuwna Fabio 215 cm biały/dąb artisan,2779,0.0,[],szafa przesuwna
2975,komoda Vabres 150 cm z 3 drzwiami i 2 szufladami dąb artisan lamele,749,0.0,['NOWOŚĆ'],komoda
2976,komoda Hesen 186 cm z 2 drzwiami i 3 szufladami grafit/dąb artisan,689,0.0,['Promocja'],komoda
2977,komoda Frija 153 cm z 2 drzwiami i 4 szufladami sosna andersen biała/dąb artisan,599,0.0,['Promocja'],komoda
2978,łóżko Nepo Plus 140x200 białe,899,0.0,[],łóżko
2979,komoda Stockholm 103 cm z 2 drzwiami i szufladą sosna andersen biała/dąb sonoma ciemna,929,0.0,[],komoda
2980,szafa dwudrzwiowa Nepo Plus 80 cm Plus biała,719,0.0,[],szafa dwudrzwiowa
2981,komoda Gent 200 cm z 2 drzwiami i 3 szufladami dąb stirling,1389,0.0,[],komoda
2982,łóżko Kaspian 140x200 dąb sonoma,819,0.0,[],łóżko
2983,szafa sześciodrzwiowa Herford 270 cm z lustrem i 6 szufladami biała,1469,0.0,['Promocja'],szafa sześciodrzwiowa
2984,szafa przesuwna Fabio 215 cm z szufladami dąb artisan/biały,2999,0.0,[],szafa przesuwna
2985,sofa trzyosobowa Verto rozkładana z pojemnikiem welurowa zielona,2099,0.0,[],sofa trzyosobowa
2986,komplet kuchenny Sara Line 240 cm biały,679,0.0,"['NOWOŚĆ', 'SZOKUJĄCO NISKA CENA']",komplet kuchenny
2987,szafa dwudrzwiowa Zele 90 cm z szufladą dąb wotan/biały połysk,1049,0.0,[],szafa dwudrzwiowa
2988,komoda Lamea 180 cm z 2 drzwiami i 3 szufladami dąb artisan,929,0.0,[],komoda
2989,komoda Balin 160 cm z 2 drzwiami i 3 szufladami dąb monastery/dąb czarny,1059,0.0,[],komoda
2990,stół rozkładany Bernardin 95/145/195x95 dąb wotan,1329,0.0,[],stół rozkładany
2991,szafa dwudrzwiowa Kaspian 90 cm z szufladami dąb sonoma,949,0.0,[],szafa dwudrzwiowa
2992,komoda Kaspian 144 cm z 2 drzwiami i 4 szufladami dąb sonoma,999,0.0,[],komoda
2993,komoda Nepo Plus 80 cm z 4 szufladami biały,569,0.0,[],komoda
2994,szafa dwudrzwiowa Neno 81 cm biała,269,0.0,['SZOKUJĄCO NISKA CENA'],szafa dwudrzwiowa
2995,szafa modułowa Flex 200 cm z drzwiami biała,5530,0.0,[],szafa modułowa
2996,komplet kuchenny Junona Line 240 cm dąb delano jasny,799,0.0,['SZOKUJĄCO NISKA CENA'],komplet kuchenny
2997,komoda Forn 156 cm z drzwiami i 3 szufladami dąb delano ciemny/czarny mat,1199,0.0,[],komoda
2998,komplet kuchenny Junona Line 240 cm wanilia połysk/modrzew sibiu złoty,799,0.0,['SZOKUJĄCO NISKA CENA'],komplet kuchenny
2999,wersalka trzyosobowa Lami rozkładana z pojemnikiem plecionka szara,1199,0.0,[],wersalka trzyosobowa
3000,szafa pięciodrzwiowa Stockholm 243 cm sosna andersen biała,2949,0.0,[],szafa pięciodrzwiowa
3001,szafa przesuwna Time 170 cm biała,499,0.0,['SZOKUJĄCO NISKA CENA'],szafa przesuwna
3002,komoda Holten 156 cm z drzwiami  i 3 szufladami biała/dąb wotan,999,0.0,[],komoda
3003,komoda Tetrix 150 cm z 6 szufladami biały połysk,389,0.0,['Promocja'],komoda
3004,szafa trzydrzwiowa Nepo Plus 118 cm z szufladami biała,1319,0.0,[],szafa trzydrzwiowa
3005,szafa czterodrzwiowa Frija 203 cm z lustrem sosna andersen biała/dąb artisan,1499,0.0,['Promocja'],szafa czterodrzwiowa
3006,łóżko Kassel 160x200 ze stelażem i pojemnikiem i 2 szafkami nocnymi dąb monastery,3599,0.0,[],łóżko
3007,szafa pięciodrzwiowa Kaspian 153 cm z lustrem i szufladami dąb sonoma,1789,0.0,[],szafa pięciodrzwiowa
3008,szafa przesuwna Tetrix 153 cm z lustrem biały połysk,1999,0.0,[],szafa przesuwna
3009,komoda Lamea 150 cm z 2 drzwiami i 3 szufladami dąb artisan,879,0.0,[],komoda
3010,szafa przesuwna Fabio 215 cm biały/dąb artisan,2779,0.0,[],szafa przesuwna
3011,komoda Vabres 150 cm z 3 drzwiami i 2 szufladami dąb artisan lamele,749,0.0,['NOWOŚĆ'],komoda
3012,komoda Hesen 186 cm z 2 drzwiami i 3 szufladami grafit/dąb artisan,689,0.0,['Promocja'],komoda
3013,komoda Frija 153 cm z 2 drzwiami i 4 szufladami sosna andersen biała/dąb artisan,599,0.0,['Promocja'],komoda
3014,łóżko Nepo Plus 140x200 białe,899,0.0,[],łóżko
3015,komoda Stockholm 103 cm z 2 drzwiami i szufladą sosna andersen biała/dąb sonoma ciemna,929,0.0,[],komoda
3016,szafa dwudrzwiowa Nepo Plus 80 cm Plus biała,719,0.0,[],szafa dwudrzwiowa
3017,komoda Gent 200 cm z 2 drzwiami i 3 szufladami dąb stirling,1389,0.0,[],komoda
3018,łóżko Kaspian 140x200 dąb sonoma,819,0.0,[],łóżko
3019,szafa sześciodrzwiowa Herford 270 cm z lustrem i 6 szufladami biała,1469,0.0,['Promocja'],szafa sześciodrzwiowa
3020,szafa przesuwna Fabio 215 cm z szufladami dąb artisan/biały,2999,0.0,[],szafa przesuwna
3021,sofa trzyosobowa Verto rozkładana z pojemnikiem welurowa zielona,2099,0.0,[],sofa trzyosobowa
3022,komplet kuchenny Sara Line 240 cm biały,679,0.0,"['NOWOŚĆ', 'SZOKUJĄCO NISKA CENA']",komplet kuchenny
3023,szafa dwudrzwiowa Zele 90 cm z szufladą dąb wotan/biały połysk,1049,0.0,[],szafa dwudrzwiowa
3024,komoda Lamea 180 cm z 2 drzwiami i 3 szufladami dąb artisan,929,0.0,[],komoda
3025,komoda Balin 160 cm z 2 drzwiami i 3 szufladami dąb monastery/dąb czarny,1059,0.0,[],komoda
3026,stół rozkładany Bernardin 95/145/195x95 dąb wotan,1329,0.0,[],stół rozkładany
3027,szafa dwudrzwiowa Kaspian 90 cm z szufladami dąb sonoma,949,0.0,[],szafa dwudrzwiowa
3028,komoda Kaspian 144 cm z 2 drzwiami i 4 szufladami dąb sonoma,999,0.0,[],komoda
3029,komoda Nepo Plus 80 cm z 4 szufladami biały,569,0.0,[],komoda
3030,szafa dwudrzwiowa Neno 81 cm biała,269,0.0,['SZOKUJĄCO NISKA CENA'],szafa dwudrzwiowa
3031,szafa modułowa Flex 200 cm z drzwiami biała,5530,0.0,[],szafa modułowa
3032,komplet kuchenny Junona Line 240 cm dąb delano jasny,799,0.0,['SZOKUJĄCO NISKA CENA'],komplet kuchenny
3033,komoda Forn 156 cm z drzwiami i 3 szufladami dąb delano ciemny/czarny mat,1199,0.0,[],komoda
3034,komplet kuchenny Junona Line 240 cm wanilia połysk/modrzew sibiu złoty,799,0.0,['SZOKUJĄCO NISKA CENA'],komplet kuchenny
3035,wersalka trzyosobowa Lami rozkładana z pojemnikiem plecionka szara,1199,0.0,[],wersalka trzyosobowa
3036,szafa pięciodrzwiowa Stockholm 243 cm sosna andersen biała,2949,0.0,[],szafa pięciodrzwiowa
3037,szafa przesuwna Time 170 cm biała,499,0.0,['SZOKUJĄCO NISKA CENA'],szafa przesuwna
3038,komoda Holten 156 cm z drzwiami  i 3 szufladami biała/dąb wotan,999,0.0,[],komoda
3039,komoda Tetrix 150 cm z 6 szufladami biały połysk,389,0.0,['Promocja'],komoda
3040,szafa trzydrzwiowa Nepo Plus 118 cm z szufladami biała,1319,0.0,[],szafa trzydrzwiowa
3041,szafa czterodrzwiowa Frija 203 cm z lustrem sosna andersen biała/dąb artisan,1499,0.0,['Promocja'],szafa czterodrzwiowa
3042,łóżko Kassel 160x200 ze stelażem i pojemnikiem i 2 szafkami nocnymi dąb monastery,3599,0.0,[],łóżko
3043,szafa pięciodrzwiowa Kaspian 153 cm z lustrem i szufladami dąb sonoma,1789,0.0,[],szafa pięciodrzwiowa
3044,szafa przesuwna Tetrix 153 cm z lustrem biały połysk,1999,0.0,[],szafa przesuwna
3045,komoda Lamea 150 cm z 2 drzwiami i 3 szufladami dąb artisan,879,0.0,[],komoda
3046,szafa przesuwna Fabio 215 cm biały/dąb artisan,2779,0.0,[],szafa przesuwna
3047,komoda Vabres 150 cm z 3 drzwiami i 2 szufladami dąb artisan lamele,749,0.0,['NOWOŚĆ'],komoda
3048,komoda Hesen 186 cm z 2 drzwiami i 3 szufladami grafit/dąb artisan,689,0.0,['Promocja'],komoda
3049,komoda Frija 153 cm z 2 drzwiami i 4 szufladami sosna andersen biała/dąb artisan,599,0.0,['Promocja'],komoda
3050,łóżko Nepo Plus 140x200 białe,899,0.0,[],łóżko
3051,komoda Stockholm 103 cm z 2 drzwiami i szufladą sosna andersen biała/dąb sonoma ciemna,929,0.0,[],komoda
3052,szafa dwudrzwiowa Nepo Plus 80 cm Plus biała,719,0.0,[],szafa dwudrzwiowa
3053,komoda Gent 200 cm z 2 drzwiami i 3 szufladami dąb stirling,1389,0.0,[],komoda
3054,łóżko Kaspian 140x200 dąb sonoma,819,0.0,[],łóżko
3055,szafa sześciodrzwiowa Herford 270 cm z lustrem i 6 szufladami biała,1469,0.0,['Promocja'],szafa sześciodrzwiowa
3056,szafa przesuwna Fabio 215 cm z szufladami dąb artisan/biały,2999,0.0,[],szafa przesuwna
3057,sofa trzyosobowa Verto rozkładana z pojemnikiem welurowa zielona,2099,0.0,[],sofa trzyosobowa
3058,komplet kuchenny Sara Line 240 cm biały,679,0.0,"['NOWOŚĆ', 'SZOKUJĄCO NISKA CENA']",komplet kuchenny
3059,szafa dwudrzwiowa Zele 90 cm z szufladą dąb wotan/biały połysk,1049,0.0,[],szafa dwudrzwiowa
3060,komoda Lamea 180 cm z 2 drzwiami i 3 szufladami dąb artisan,929,0.0,[],komoda
3061,komoda Balin 160 cm z 2 drzwiami i 3 szufladami dąb monastery/dąb czarny,1059,0.0,[],komoda
3062,stół rozkładany Bernardin 95/145/195x95 dąb wotan,1329,0.0,[],stół rozkładany
3063,szafa dwudrzwiowa Kaspian 90 cm z szufladami dąb sonoma,949,0.0,[],szafa dwudrzwiowa
3064,komoda Kaspian 144 cm z 2 drzwiami i 4 szufladami dąb sonoma,999,0.0,[],komoda
3065,komoda Nepo Plus 80 cm z 4 szufladami biały,569,0.0,[],komoda
3066,szafa dwudrzwiowa Neno 81 cm biała,269,0.0,['SZOKUJĄCO NISKA CENA'],szafa dwudrzwiowa
3067,szafa modułowa Flex 200 cm z drzwiami biała,5530,0.0,[],szafa modułowa
3068,komplet kuchenny Junona Line 240 cm dąb delano jasny,799,0.0,['SZOKUJĄCO NISKA CENA'],komplet kuchenny
3069,komoda Forn 156 cm z drzwiami i 3 szufladami dąb delano ciemny/czarny mat,1199,0.0,[],komoda
3070,komplet kuchenny Junona Line 240 cm wanilia połysk/modrzew sibiu złoty,799,0.0,['SZOKUJĄCO NISKA CENA'],komplet kuchenny
3071,wersalka trzyosobowa Lami rozkładana z pojemnikiem plecionka szara,1199,0.0,[],wersalka trzyosobowa
3072,szafa pięciodrzwiowa Stockholm 243 cm sosna andersen biała,2949,0.0,[],szafa pięciodrzwiowa
3073,szafa przesuwna Time 170 cm biała,499,0.0,['SZOKUJĄCO NISKA CENA'],szafa przesuwna
3074,komoda Holten 156 cm z drzwiami  i 3 szufladami biała/dąb wotan,999,0.0,[],komoda
3075,komoda Tetrix 150 cm z 6 szufladami biały połysk,389,0.0,['Promocja'],komoda
3076,szafa trzydrzwiowa Nepo Plus 118 cm z szufladami biała,1319,0.0,[],szafa trzydrzwiowa
3077,szafa czterodrzwiowa Frija 203 cm z lustrem sosna andersen biała/dąb artisan,1499,0.0,['Promocja'],szafa czterodrzwiowa
3078,łóżko Kassel 160x200 ze stelażem i pojemnikiem i 2 szafkami nocnymi dąb monastery,3599,0.0,[],łóżko
3079,szafa pięciodrzwiowa Kaspian 153 cm z lustrem i szufladami dąb sonoma,1789,0.0,[],szafa pięciodrzwiowa
3080,szafa przesuwna Tetrix 153 cm z lustrem biały połysk,1999,0.0,[],szafa przesuwna
3081,komoda Lamea 150 cm z 2 drzwiami i 3 szufladami dąb artisan,879,0.0,[],komoda
3082,szafa przesuwna Fabio 215 cm biały/dąb artisan,2779,0.0,[],szafa przesuwna
3083,komoda Vabres 150 cm z 3 drzwiami i 2 szufladami dąb artisan lamele,749,0.0,['NOWOŚĆ'],komoda
3084,komoda Hesen 186 cm z 2 drzwiami i 3 szufladami grafit/dąb artisan,689,0.0,['Promocja'],komoda
3085,komoda Frija 153 cm z 2 drzwiami i 4 szufladami sosna andersen biała/dąb artisan,599,0.0,['Promocja'],komoda
3086,łóżko Nepo Plus 140x200 białe,899,0.0,[],łóżko
3087,komoda Stockholm 103 cm z 2 drzwiami i szufladą sosna andersen biała/dąb sonoma ciemna,929,0.0,[],komoda
3088,szafa dwudrzwiowa Nepo Plus 80 cm Plus biała,719,0.0,[],szafa dwudrzwiowa
3089,komoda Gent 200 cm z 2 drzwiami i 3 szufladami dąb stirling,1389,0.0,[],komoda
3090,łóżko Kaspian 140x200 dąb sonoma,819,0.0,[],łóżko
3091,szafa sześciodrzwiowa Herford 270 cm z lustrem i 6 szufladami biała,1469,0.0,['Promocja'],szafa sześciodrzwiowa
3092,szafa przesuwna Fabio 215 cm z szufladami dąb artisan/biały,2999,0.0,[],szafa przesuwna
3093,sofa trzyosobowa Verto rozkładana z pojemnikiem welurowa zielona,2099,0.0,[],sofa trzyosobowa
3094,komplet kuchenny Sara Line 240 cm biały,679,0.0,"['NOWOŚĆ', 'SZOKUJĄCO NISKA CENA']",komplet kuchenny
3095,szafa dwudrzwiowa Zele 90 cm z szufladą dąb wotan/biały połysk,1049,0.0,[],szafa dwudrzwiowa
3096,komoda Lamea 180 cm z 2 drzwiami i 3 szufladami dąb artisan,929,0.0,[],komoda
3097,komoda Balin 160 cm z 2 drzwiami i 3 szufladami dąb monastery/dąb czarny,1059,0.0,[],komoda
3098,stół rozkładany Bernardin 95/145/195x95 dąb wotan,1329,0.0,[],stół rozkładany
3099,szafa dwudrzwiowa Kaspian 90 cm z szufladami dąb sonoma,949,0.0,[],szafa dwudrzwiowa
3100,komoda Kaspian 144 cm z 2 drzwiami i 4 szufladami dąb sonoma,999,0.0,[],komoda
3101,komoda Nepo Plus 80 cm z 4 szufladami biały,569,0.0,[],komoda
3102,szafa dwudrzwiowa Neno 81 cm biała,269,0.0,['SZOKUJĄCO NISKA CENA'],szafa dwudrzwiowa
3103,szafa modułowa Flex 200 cm z drzwiami biała,5530,0.0,[],szafa modułowa
3104,komplet kuchenny Junona Line 240 cm dąb delano jasny,799,0.0,['SZOKUJĄCO NISKA CENA'],komplet kuchenny
3105,komoda Forn 156 cm z drzwiami i 3 szufladami dąb delano ciemny/czarny mat,1199,0.0,[],komoda
3106,komplet kuchenny Junona Line 240 cm wanilia połysk/modrzew sibiu złoty,799,0.0,['SZOKUJĄCO NISKA CENA'],komplet kuchenny
3107,wersalka trzyosobowa Lami rozkładana z pojemnikiem plecionka szara,1199,0.0,[],wersalka trzyosobowa
3108,szafa pięciodrzwiowa Stockholm 243 cm sosna andersen biała,2949,0.0,[],szafa pięciodrzwiowa
3109,szafa przesuwna Time 170 cm biała,499,0.0,['SZOKUJĄCO NISKA CENA'],szafa przesuwna
3110,komoda Holten 156 cm z drzwiami  i 3 szufladami biała/dąb wotan,999,0.0,[],komoda
3111,komoda Tetrix 150 cm z 6 szufladami biały połysk,389,0.0,['Promocja'],komoda
3112,szafa trzydrzwiowa Nepo Plus 118 cm z szufladami biała,1319,0.0,[],szafa trzydrzwiowa
3113,szafa czterodrzwiowa Frija 203 cm z lustrem sosna andersen biała/dąb artisan,1499,0.0,['Promocja'],szafa czterodrzwiowa
3114,łóżko Kassel 160x200 ze stelażem i pojemnikiem i 2 szafkami nocnymi dąb monastery,3599,0.0,[],łóżko
3115,szafa pięciodrzwiowa Kaspian 153 cm z lustrem i szufladami dąb sonoma,1789,0.0,[],szafa pięciodrzwiowa
3116,szafa przesuwna Tetrix 153 cm z lustrem biały połysk,1999,0.0,[],szafa przesuwna
3117,komoda Lamea 150 cm z 2 drzwiami i 3 szufladami dąb artisan,879,0.0,[],komoda
3118,szafa przesuwna Fabio 215 cm biały/dąb artisan,2779,0.0,[],szafa przesuwna
3119,komoda Vabres 150 cm z 3 drzwiami i 2 szufladami dąb artisan lamele,749,0.0,['NOWOŚĆ'],komoda
3120,komoda Hesen 186 cm z 2 drzwiami i 3 szufladami grafit/dąb artisan,689,0.0,['Promocja'],komoda
3121,komoda Frija 153 cm z 2 drzwiami i 4 szufladami sosna andersen biała/dąb artisan,599,0.0,['Promocja'],komoda
3122,łóżko Nepo Plus 140x200 białe,899,0.0,[],łóżko
3123,komoda Stockholm 103 cm z 2 drzwiami i szufladą sosna andersen biała/dąb sonoma ciemna,929,0.0,[],komoda
3124,szafa dwudrzwiowa Nepo Plus 80 cm Plus biała,719,0.0,[],szafa dwudrzwiowa
3125,komoda Gent 200 cm z 2 drzwiami i 3 szufladami dąb stirling,1389,0.0,[],komoda
3126,łóżko Kaspian 140x200 dąb sonoma,819,0.0,[],łóżko
3127,szafa sześciodrzwiowa Herford 270 cm z lustrem i 6 szufladami biała,1469,0.0,['Promocja'],szafa sześciodrzwiowa
3128,szafa przesuwna Fabio 215 cm z szufladami dąb artisan/biały,2999,0.0,[],szafa przesuwna
3129,sofa trzyosobowa Verto rozkładana z pojemnikiem welurowa zielona,2099,0.0,[],sofa trzyosobowa
3130,komplet kuchenny Sara Line 240 cm biały,679,0.0,"['NOWOŚĆ', 'SZOKUJĄCO NISKA CENA']",komplet kuchenny
3131,szafa dwudrzwiowa Zele 90 cm z szufladą dąb wotan/biały połysk,1049,0.0,[],szafa dwudrzwiowa
3132,komoda Lamea 180 cm z 2 drzwiami i 3 szufladami dąb artisan,929,0.0,[],komoda
3133,komoda Balin 160 cm z 2 drzwiami i 3 szufladami dąb monastery/dąb czarny,1059,0.0,[],komoda
3134,stół rozkładany Bernardin 95/145/195x95 dąb wotan,1329,0.0,[],stół rozkładany
3135,szafa dwudrzwiowa Kaspian 90 cm z szufladami dąb sonoma,949,0.0,[],szafa dwudrzwiowa
3136,komoda Kaspian 144 cm z 2 drzwiami i 4 szufladami dąb sonoma,999,0.0,[],komoda
3137,komoda Nepo Plus 80 cm z 4 szufladami biały,569,0.0,[],komoda
3138,szafa dwudrzwiowa Neno 81 cm biała,269,0.0,['SZOKUJĄCO NISKA CENA'],szafa dwudrzwiowa
3139,szafa modułowa Flex 200 cm z drzwiami biała,5530,0.0,[],szafa modułowa
3140,komplet kuchenny Junona Line 240 cm dąb delano jasny,799,0.0,['SZOKUJĄCO NISKA CENA'],komplet kuchenny
3141,komoda Forn 156 cm z drzwiami i 3 szufladami dąb delano ciemny/czarny mat,1199,0.0,[],komoda
3142,komplet kuchenny Junona Line 240 cm wanilia połysk/modrzew sibiu złoty,799,0.0,['SZOKUJĄCO NISKA CENA'],komplet kuchenny
3143,wersalka trzyosobowa Lami rozkładana z pojemnikiem plecionka szara,1199,0.0,[],wersalka trzyosobowa
3144,szafa pięciodrzwiowa Stockholm 243 cm sosna andersen biała,2949,0.0,[],szafa pięciodrzwiowa
3145,szafa przesuwna Time 170 cm biała,499,0.0,['SZOKUJĄCO NISKA CENA'],szafa przesuwna
3146,komoda Holten 156 cm z drzwiami  i 3 szufladami biała/dąb wotan,999,0.0,[],komoda
3147,komoda Tetrix 150 cm z 6 szufladami biały połysk,389,0.0,['Promocja'],komoda
3148,szafa trzydrzwiowa Nepo Plus 118 cm z szufladami biała,1319,0.0,[],szafa trzydrzwiowa
3149,szafa czterodrzwiowa Frija 203 cm z lustrem sosna andersen biała/dąb artisan,1499,0.0,['Promocja'],szafa czterodrzwiowa
3150,łóżko Kassel 160x200 ze stelażem i pojemnikiem i 2 szafkami nocnymi dąb monastery,3599,0.0,[],łóżko
3151,szafa pięciodrzwiowa Kaspian 153 cm z lustrem i szufladami dąb sonoma,1789,0.0,[],szafa pięciodrzwiowa
3152,szafa przesuwna Tetrix 153 cm z lustrem biały połysk,1999,0.0,[],szafa przesuwna
3153,komoda Lamea 150 cm z 2 drzwiami i 3 szufladami dąb artisan,879,0.0,[],komoda
3154,szafa przesuwna Fabio 215 cm biały/dąb artisan,2779,0.0,[],szafa przesuwna
3155,komoda Vabres 150 cm z 3 drzwiami i 2 szufladami dąb artisan lamele,749,0.0,['NOWOŚĆ'],komoda
3156,komoda Hesen 186 cm z 2 drzwiami i 3 szufladami grafit/dąb artisan,689,0.0,['Promocja'],komoda
3157,komoda Frija 153 cm z 2 drzwiami i 4 szufladami sosna andersen biała/dąb artisan,599,0.0,['Promocja'],komoda
3158,łóżko Nepo Plus 140x200 białe,899,0.0,[],łóżko
3159,komoda Stockholm 103 cm z 2 drzwiami i szufladą sosna andersen biała/dąb sonoma ciemna,929,0.0,[],komoda
3160,szafa dwudrzwiowa Nepo Plus 80 cm Plus biała,719,0.0,[],szafa dwudrzwiowa
3161,komoda Gent 200 cm z 2 drzwiami i 3 szufladami dąb stirling,1389,0.0,[],komoda
3162,łóżko Kaspian 140x200 dąb sonoma,819,0.0,[],łóżko
